citation,document_number,end_page,executive_order_notes,executive_order_number,html_url,pdf_url,publication_date,signing_date,start_page,title
81 FR 14941, 2016-06355,14946,"See: EO 13466, June 26, 2008",13722,https://www.federalregister.gov/documents/2016/03/18/2016-06355/blocking-property-of-the-government-of-north-korea-and-the-workers-party-of-korea-and-prohibiting,https://www.gpo.gov/fdsys/pkg/FR-2016-03-18/pdf/2016-06355.pdf,03/18/2016,03/15/2016,14941,"Blocking Property of the Government of North Korea and the Workers' Party of Korea, and Prohibiting Certain Transactions With Respect to North Korea"
81 FR 19017, 2016-07703,19018,"See: EO 13289, March 12, 2003",13723,https://www.federalregister.gov/documents/2016/04/01/2016-07703/establishing-the-inherent-resolve-campaign-medal,https://www.gpo.gov/fdsys/pkg/FR-2016-04-01/pdf/2016-07703.pdf,04/01/2016,03/30/2016,19017,Establishing the Inherent Resolve Campaign Medal
81 FR 22021, 2016-08713,22021,"Amends: EO 12137, May 16, 1979",13724,https://www.federalregister.gov/documents/2016/04/13/2016-08713/amending-executive-order-12137,https://www.gpo.gov/fdsys/pkg/FR-2016-04-13/pdf/2016-08713.pdf,04/13/2016,04/08/2016,22021,Amending Executive Order 12137
81 FR 23417, 2016-09346,23419,"",13725,https://www.federalregister.gov/documents/2016/04/20/2016-09346/steps-to-increase-competition-and-better-inform-consumers-and-workers-to-support-continued-growth-of,https://www.gpo.gov/fdsys/pkg/FR-2016-04-20/pdf/2016-09346.pdf,04/20/2016,04/15/2016,23417,Steps to Increase Competition and Better Inform Consumers and Workers to Support Continued Growth of the American Economy
81 FR 23559, 2016-09483,23562,"See: EO 13566, February 25, 2011; Proc. 8693",13726,https://www.federalregister.gov/documents/2016/04/21/2016-09483/blocking-property-and-suspending-entry-into-the-united-states-of-persons-contributing-to-the,https://www.gpo.gov/fdsys/pkg/FR-2016-04-21/pdf/2016-09483.pdf,04/21/2016,04/19/2016,23559,Blocking Property and Suspending Entry Into the United States of Persons Contributing to the Situation in Libya
81 FR 29465, 2016-11300,29467,"See: Memorandum of July 11, 2001",13727,https://www.federalregister.gov/documents/2016/05/11/2016-11300/facilitation-of-a-presidential-transition,https://www.gpo.gov/fdsys/pkg/FR-2016-05-11/pdf/2016-11300.pdf,05/11/2016,05/06/2016,29465,Facilitation of a Presidential Transition
81 FR 32221, 2016-12155,32225,"",13728,https://www.federalregister.gov/documents/2016/05/20/2016-12155/wildland-urban-interface-federal-risk-mitigation,https://www.gpo.gov/fdsys/pkg/FR-2016-05-20/pdf/2016-12155.pdf,05/20/2016,05/18/2016,32221,Wildland-Urban Interface Federal Risk Mitigation
81 FR 32611, 2016-12307,32615,"",13729,https://www.federalregister.gov/documents/2016/05/23/2016-12307/a-comprehensive-approach-to-atrocity-prevention-and-response,https://www.gpo.gov/fdsys/pkg/FR-2016-05-23/pdf/2016-12307.pdf,05/23/2016,05/18/2016,32611,A Comprehensive Approach to Atrocity Prevention and Response
81 FR 33331, 2016-12579,33358,"See: EO 12473, April 13, 1984",13730,https://www.federalregister.gov/documents/2016/05/26/2016-12579/2016-amendments-to-the-manual-for-courts-martial-united-states,https://www.gpo.gov/fdsys/pkg/FR-2016-05-26/pdf/2016-12579.pdf,05/26/2016,05/20/2016,33331,"2016 Amendments to the Manual for Courts-Martial, United States"
81 FR 42221, 2016-15542,42223,"",13731,https://www.federalregister.gov/documents/2016/06/29/2016-15542/global-entrepreneurship,https://www.gpo.gov/fdsys/pkg/FR-2016-06-29/pdf/2016-15542.pdf,06/29/2016,06/24/2016,42221,Global Entrepreneurship
81 FR 44483, 2016-16295,44487,"",13732,https://www.federalregister.gov/documents/2016/07/07/2016-16295/united-states-policy-on-pre--and-post-strike-measures-to-address-civilian-casualties-in-us,https://www.gpo.gov/fdsys/pkg/FR-2016-07-07/pdf/2016-16295.pdf,07/07/2016,07/01/2016,44483,United States Policy on Pre- and Post-Strike Measures To Address Civilian Casualties in U.S. Operations Involving the Use of Force
81 FR 49513, 2016-17945,49516,"",13733,https://www.federalregister.gov/documents/2016/07/27/2016-17945/delegation-of-certain-authorities-and-assignment-of-certain-functions-under-the-trade-facilitation,https://www.gpo.gov/fdsys/pkg/FR-2016-07-27/pdf/2016-17945.pdf,07/27/2016,07/22/2016,49513,Delegation of Certain Authorities and Assignment of Certain Functions Under the Trade Facilitation and Trade Enforcement Act of 2015
81 FR 52321, 2016-18872,52322,"",13734,https://www.federalregister.gov/documents/2016/08/08/2016-18872/amending-executive-order-13675-to-expand-membership-on-the-presidents-advisory-council-on-doing,https://www.gpo.gov/fdsys/pkg/FR-2016-08-08/pdf/2016-18872.pdf,08/08/2016,08/03/2016,52321,Amending Executive Order 13675 To Expand Membership on the President's Advisory Council on Doing Business in Africa
81 FR 54709, 2016-19723,54710,"",13735,https://www.federalregister.gov/documents/2016/08/17/2016-19723/providing-an-order-of-succession-within-the-department-of-the-treasury,https://www.gpo.gov/fdsys/pkg/FR-2016-08-17/pdf/2016-19723.pdf,08/17/2016,08/12/2016,54709,Providing an Order of Succession Within the Department of the Treasury
81 FR 54711, 2016-19724,54712,"",13736,https://www.federalregister.gov/documents/2016/08/17/2016-19724/providing-an-order-of-succession-within-the-department-of-veterans-affairs,https://www.gpo.gov/fdsys/pkg/FR-2016-08-17/pdf/2016-19724.pdf,08/17/2016,08/12/2016,54711,Providing an Order of Succession Within the Department of Veterans Affairs
81 FR 54713, 2016-19725,54714,"Revoked by: EO 13763, January 13, 2017",13737,https://www.federalregister.gov/documents/2016/08/17/2016-19725/providing-an-order-of-succession-within-the-environmental-protection-agency,https://www.gpo.gov/fdsys/pkg/FR-2016-08-17/pdf/2016-19725.pdf,08/17/2016,08/12/2016,54713,Providing an Order of Succession Within the Environmental Protection Agency
81 FR 58807, 2016-20713,58808,"Amends: EO 13673, July 31, 2014",13738,https://www.federalregister.gov/documents/2016/08/26/2016-20713/amendment-to-executive-order-13673,https://www.gpo.gov/fdsys/pkg/FR-2016-08-26/pdf/2016-20713.pdf,08/26/2016,08/23/2016,58807,Amendment to Executive Order 13673
81 FR 63673, 2016-22454,63674,"Revokes: EO 13396, February 7, 2006",13739,https://www.federalregister.gov/documents/2016/09/16/2016-22454/termination-of-emergency-with-respect-to-the-situation-in-or-in-relation-to-cte-divoire,https://www.gpo.gov/fdsys/pkg/FR-2016-09-16/pdf/2016-22454.pdf,09/16/2016,09/14/2016,63673,Termination of Emergency With Respect to the Situation in or in Relation to Côte d'Ivoire
81 FR 65175, 2016-22962,65264,"Amends: EO 12473, April 13, 1984",13740,https://www.federalregister.gov/documents/2016/09/22/2016-22962/2016-amendments-to-the-manual-for-courts-martial-united-states,https://www.gpo.gov/fdsys/pkg/FR-2016-09-22/pdf/2016-22962.pdf,09/22/2016,09/16/2016,65175,"2016 Amendments to the Manual for Courts-Martial, United States"
81 FR 68289, 2016-24066,68292,"Amends: EO 12171, November 19, 1979; EO 13467, June 30, 2008",13741,https://www.federalregister.gov/documents/2016/10/04/2016-24066/amending-executive-order-13467-to-establish-the-roles-and-responsibilities-of-the-national,https://www.gpo.gov/fdsys/pkg/FR-2016-10-04/pdf/2016-24066.pdf,10/04/2016,09/29/2016,68289,Amending Executive Order 13467 To Establish the Roles and Responsibilities of the National Background Investigations Bureau and Related Matters
81 FR 70593, 2016-24847,70594,"Revokes: EO 13047, May 20, 1997; EO 13310, July 28, 2003; EO 13448, October 18, 2007; EO 13464, April 30, 2008; EO 13619, July 11, 2012
See: EO 13651, August 6, 2013; Proc. 8693",13742,https://www.federalregister.gov/documents/2016/10/12/2016-24847/termination-of-emergency-with-respect-to-the-actions-and-policies-of-the-government-of-burma,https://www.gpo.gov/fdsys/pkg/FR-2016-10-12/pdf/2016-24847.pdf,10/12/2016,10/07/2016,70593,Termination of Emergency With Respect to the Actions and Policies of the Government of Burma
81 FR 71571, 2016-25288,71572,"Amends: EO 12353, March 23, 1982",13743,https://www.federalregister.gov/documents/2016/10/18/2016-25288/charitable-fundraising,https://www.gpo.gov/fdsys/pkg/FR-2016-10-18/pdf/2016-25288.pdf,10/18/2016,10/13/2016,71571,Charitable Fundraising
81 FR 71573, 2016-25290,71577,"See: EO 12881, November 23, 1993; EO 13642, May 9, 2013",13744,https://www.federalregister.gov/documents/2016/10/18/2016-25290/coordinating-efforts-to-prepare-the-nation-for-space-weather-events,https://www.gpo.gov/fdsys/pkg/FR-2016-10-18/pdf/2016-25290.pdf,10/18/2016,10/13/2016,71573,Coordinating Efforts To Prepare the Nation for Space Weather Events
81 FR 76493, 2016-26753,76493,"",13745,https://www.federalregister.gov/documents/2016/11/03/2016-26753/delegation-of-function-to-the-director-of-the-office-of-personnel-management,https://www.gpo.gov/fdsys/pkg/FR-2016-11-03/pdf/2016-26753.pdf,11/03/2016,10/31/2016,76493,Delegation of Function to the Director of the Office of Personnel Management
81 FR 78697, 2016-27156,78700,"",13746,https://www.federalregister.gov/documents/2016/11/08/2016-27156/advancing-the-goals-of-the-power-africa-initiative-to-expand-access-to-electricity-in-sub--saharan,https://www.gpo.gov/fdsys/pkg/FR-2016-11-08/pdf/2016-27156.pdf,11/08/2016,11/03/2016,78697,Advancing the Goals of the Power Africa Initiative to Expand Access to Electricity in Sub- Saharan Africa Through the Establishment of the President's Power Africa Working Group
81 FR 78701, 2016-27171,78706,"",13747,https://www.federalregister.gov/documents/2016/11/09/2016-27171/advancing-the-global-health-security-agenda-to-achieve-a-world-safe-and-secure-from-infectious,https://www.gpo.gov/fdsys/pkg/FR-2016-11-09/pdf/2016-27171.pdf,11/09/2016,11/04/2016,78701,Advancing the Global Health Security Agenda To Achieve a World Safe and Secure From Infectious Disease Threats
81 FR 83619, 2016-28203,83622,"Revokes: EO 13602, March 15, 2012
Supersedes: EO 13560, December 14, 2010",13748,https://www.federalregister.gov/documents/2016/11/21/2016-28203/establishing-a-community-solutions-council,https://www.gpo.gov/fdsys/pkg/FR-2016-11-21/pdf/2016-28203.pdf,11/21/2016,11/16/2016,83619,Establishing a Community Solutions Council
81 FR 87391, 2016-29165,87392,"See: EO 13597, January 19, 2012",13749,https://www.federalregister.gov/documents/2016/12/02/2016-29165/providing-for-the-appointment-in-the-competitive-service-of-certain-employees-of-the-foreign-service,https://www.gpo.gov/fdsys/pkg/FR-2016-12-02/pdf/2016-29165.pdf,12/02/2016,11/29/2016,87391,Providing for the Appointment in the Competitive Service of Certain Employees of the Foreign Service
81 FR 87393, 2016-29169,87394,"",13750,https://www.federalregister.gov/documents/2016/12/02/2016-29169/providing-for-the-appointment-of-alumni-of-the-fulbright-us-student-program-the-benjamin-a-gilman,https://www.gpo.gov/fdsys/pkg/FR-2016-12-02/pdf/2016-29169.pdf,12/02/2016,11/29/2016,87393,"Providing for the Appointment of Alumni of the Fulbright U.S. Student Program, the Benjamin A. Gilman International Scholarship Program, and the Critical Language Scholarship Program to the Competitive Service"
81 FR 88609, 2016-29519,88614,"Amends: EO 13112, February 3, 1999",13751,https://www.federalregister.gov/documents/2016/12/08/2016-29519/safeguarding-the-nation-from-the-impacts-of-invasive-species,https://www.gpo.gov/fdsys/pkg/FR-2016-12-08/pdf/2016-29519.pdf,12/08/2016,12/05/2016,88609,Safeguarding the Nation From the Impacts of Invasive Species
81 FR 90181, 2016-30101,90182,"",13752,https://www.federalregister.gov/documents/2016/12/13/2016-30101/relating-to-the-implementation-of-the-convention-on-the-international-recovery-of-child-support-and,https://www.gpo.gov/fdsys/pkg/FR-2016-12-13/pdf/2016-30101.pdf,12/13/2016,12/08/2016,90181,Relating to the Implementation of the Convention on the International Recovery of Child Support and Other Forms of Family Maintenance
81 FR 90667, 2016-30272,90668,"Amends: EO 13286, February 28, 2003
Revokes: EO 13442, August 13, 2007
",13753,https://www.federalregister.gov/documents/2016/12/14/2016-30272/amending-the-order-of-succession-in-the-department-of-homeland-security,https://www.gpo.gov/fdsys/pkg/FR-2016-12-14/pdf/2016-30272.pdf,12/14/2016,12/09/2016,90667,Amending the Order of Succession in the Department of Homeland Security
81 FR 90669, 2016-30277,90674,"",13754,https://www.federalregister.gov/documents/2016/12/14/2016-30277/northern-bering-sea-climate-resilience,https://www.gpo.gov/fdsys/pkg/FR-2016-12-14/pdf/2016-30277.pdf,12/14/2016,12/09/2016,90669,Northern Bering Sea Climate Resilience
81 FR 96329, 2016-31792,96330,"",13755,https://www.federalregister.gov/documents/2016/12/30/2016-31792/providing-an-order-of-succession-within-the-department-of-labor,https://www.gpo.gov/fdsys/pkg/FR-2016-12-30/pdf/2016-31792.pdf,12/30/2016,12/23/2016,96329,Providing an Order of Succession Within the Department of Labor
81 FR 97099, 2016-31875,97110,"Supersedes: EO 13715, December 18, 2015",13756,https://www.federalregister.gov/documents/2016/12/30/2016-31875/adjustments-of-certain-rates-of-pay,https://www.gpo.gov/fdsys/pkg/FR-2016-12-30/pdf/2016-31875.pdf,12/30/2016,12/27/2016,97099,Adjustments of Certain Rates of Pay
82 FR 1, 2016-31922,3,"Amends: EO 13694, April 1, 2015",13757,https://www.federalregister.gov/documents/2017/01/03/2016-31922/taking-additional-steps-to-address-the-national-emergency-with-respect-to-significant-malicious,https://www.gpo.gov/fdsys/pkg/FR-2017-01-03/pdf/2016-31922.pdf,01/03/2017,12/28/2016,1,Taking Additional Steps to Address the National Emergency With Respect to Significant Malicious Cyber- Enabled Activities
82 FR 5321, 2017-01164,5322,"",13758,https://www.federalregister.gov/documents/2017/01/17/2017-01164/amending-executive-order-11016-to-update-eligibility-criteria-for-award-of-the-purple-heart,https://www.gpo.gov/fdsys/pkg/FR-2017-01-17/pdf/2017-01164.pdf,01/17/2017,01/12/2017,5321,Amending Executive Order 11016 To Update Eligibility Criteria for Award of the Purple Heart
82 FR 5323, 2017-01168,5324,"",13759,https://www.federalregister.gov/documents/2017/01/17/2017-01168/designating-the-world-organisation-for-animal-health-as-a-public-international-organization-entitled,https://www.gpo.gov/fdsys/pkg/FR-2017-01-17/pdf/2017-01168.pdf,01/17/2017,01/12/2017,5323,"Designating the World Organisation for Animal Health as a Public International Organization Entitled To Enjoy Certain Privileges, Exemptions, and Immunities"
82 FR 5325, 2017-01169,5329,"Amends: EO 12171, November 19, 1979",13760,https://www.federalregister.gov/documents/2017/01/17/2017-01169/exclusions-from-the-federal-labor-management-relations-program,https://www.gpo.gov/fdsys/pkg/FR-2017-01-17/pdf/2017-01169.pdf,01/17/2017,01/12/2017,5325,Exclusions From the Federal Labor-Management Relations Program
82 FR 5331, 2017-01197,5333,"Revokes in part: EO 13067, November 3, 1997
Revokes: EO 13412, October 13, 2006",13761,https://www.federalregister.gov/documents/2017/01/18/2017-01197/recognizing-positive-actions-by-the-government-of-sudan-and-providing-for-the-revocation-of-certain,https://www.gpo.gov/fdsys/pkg/FR-2017-01-18/pdf/2017-01197.pdf,01/18/2017,01/13/2017,5331,Recognizing Positive Actions by the Government of Sudan and Providing for the Revocation of Certain Sudan-Related Sanctions
82 FR 7619, 2017-01487,7620,"",13762,https://www.federalregister.gov/documents/2017/01/19/2017-01487/providing-an-order-of-succession-within-the-department-of-justice,https://www.gpo.gov/fdsys/pkg/FR-2017-01-19/pdf/2017-01487.pdf,01/19/2017,01/13/2017,7619,Providing an Order of Succession Within the Department of Justice
82 FR 7621, 2017-01489,7622,"Revokes: EO 13737, August 12, 2016",13763,https://www.federalregister.gov/documents/2017/01/19/2017-01489/providing-an-order-of-succession-within-the-environmental-protection-agency,https://www.gpo.gov/fdsys/pkg/FR-2017-01-19/pdf/2017-01489.pdf,01/19/2017,01/13/2017,7621,Providing an Order of Succession Within the Environmental Protection Agency
82 FR 8115, 2017-01623,8129,"Amends: EO 13467, June 30, 2008; EO 13488, January 16, 2009",13764,https://www.federalregister.gov/documents/2017/01/23/2017-01623/amending-the-civil-service-rules-executive-order-13488-and-executive-order-13467-to-modernize-the,https://www.gpo.gov/fdsys/pkg/FR-2017-01-23/pdf/2017-01623.pdf,01/23/2017,01/17/2017,8115,"Amending the Civil Service Rules, Executive Order 13488, and Executive Order 13467 To Modernize the Executive Branch-Wide Governance Structure and Processes for Security Clearances, Suitability and Fitness for Employment, and Credentialing, and Related Matters"
82 FR 8351, 2017-01799,8352,"",13765,https://www.federalregister.gov/documents/2017/01/24/2017-01799/minimizing-the-economic-burden-of-the-patient-protection-and-affordable-care-act-pending-repeal,https://www.gpo.gov/fdsys/pkg/FR-2017-01-24/pdf/2017-01799.pdf,01/24/2017,01/20/2017,8351,Minimizing the Economic Burden of the Patient Protection and Affordable Care Act Pending Repeal
